,question,result
8420,Is CAT exam conducted online or offline? How can I get the previous year's solved question papers?,"('EXAM-sample papers-direct-factual', 'EXAM-sample papers-direct-opinion', 'EXAM-sample papers-indirect-factual')"
8421,How can I select the best engineering college with a cut-off of 179.5?,"('LISTING-Cut off-direct-opinion',)"
8422,How many marks are required in JEE Mains or Advance to get admission in NIT or IIT?,"('EXAM-cut off-indirect-factual', 'LISTING-Cut off-indirect-opinion')"
8423,Which course should I choose among PGDM and MBA? Can you suggest some good colleges for the same in Hyderabad?,()
8424,What is the fee structure for BA in various colleges?,()
8425,what is the entrance exam pattern of M.sc in microbiology..,"('LISTING-Entrance exam-direct-opinion',)"
8426,How much percentage is required in 12th CBSE board exams to join a good university in Dubai?,()
8427,"Which college is better for BE in CSE: Sir MVIT or BIT, Bangalore?","('COMPARISON-College comparison-indirect-factual',)"
8428,"How is Reva Institute of Technology and Management, Bangalore for pursuing B.Tech in CSE? How is its placement assistance?",()
8429,What is the average salary after doing CA and CS together or both separately? Which course among CA or CS has a better scope?,"('COMPARISON-course comp-indirect-opinion',)"
8430,What is the entrance syllabus for admission in BA mass communication?,"('EXAM-syllabus-direct-opinion',)"
8431,What is the eligibility criteria for B.Tech in CSE?,"('LISTING-eligibility-direct-factual',)"
8432,hello. i would like to know about the course details of MSC in counselling and psychotherapy through correspondence. what is the eligibility. i am a practicing doctor in hyderabad.,()
8433,what is cut-off for doing interior designing at SRM &amp; sathyabama,()
8434,"I want 2 take admission  iim Indore in bba and MBA  , what is the position of iim Indore  as compare to other university like D .U. Etc",()
8435,Which of these is better: B.Tech in CSE from VIT University or B.Tech in Electronics and Communication Engineering from MIT Manipal?,"('COMPARISON-College comparison-indirect-factual',)"
8436,Which MBA specialization is better for me?,"('COMPARISON-course comp-indirect-opinion',)"
8437,Which college is better: KIIT or Lovely Professional University?,"('COMPARISON-College comparison-indirect-factual',)"
8438,what is the minimum qualification required to do SAP course,()
8439,I am graduate in science stream(B.sc General) &amp; my subject combination is chemistry mathematics and physics......am i eligible for M.Sc????,()
8440,How many seats are reserved for Maharashtra people.on an average how many seat are allocated for general students outside Maharashtra?,()
8441,Can I get admission in GNVS college for MBA? I've cleared ATMA entrance exam.,()
8442,Which are the best coaching centers for CLAT in Madhya Pradesh? What is their fee structure?,"('EXAM-coaching -direct-opinion',)"
8443,What is the minimum percentage required to get admission in audio engineering?,()
8444,is the syllabus of ca in india and australia same?,"('EXAM-syllabus-direct-factual', 'EXAM-syllabus-direct-opinion')"
8445,i want to know that the bits eng. entrance ex. is only in english or hindi because i m student of a hindi medium.,()
8446,Is it necessary to have maths in 12th to clear UGAT exam?,()
8447,"Which B.Tech branch is better between IT and aeronautical engineering in terms of salary, job opportunities, etc.?","('COMPARISON-course comp-indirect-opinion',)"
8448,Is it too difficult to get an admission into IIM after cracking CAT?,()
8449,What are the best institutes for a 1yr MBA in India and abroad; approx fee details included?,()
8450,What is the placement record? How is the faculty? What is the average package offered? I have been shortlisted by ISM for the GD/PI.,()
8451,What is the placement record for marketing in 2016? What is the average package offered for the same?,"('LISTING-placements-direct-factual', 'LISTING-placements-direct-opinion')"
8452,"Sir I score 72% in class12 in Science(maths,physics, chemistry) should I eligible for integrated BBA+MBA",()
8453,What is my AIR and State rank?,()
8454,Do I stand a chance to get a call from this college with 70.48 percentile in CMAT exam?,()
8455,"hi sir,i got gate rank of 11700 under OBC categoryin computer science area.suggest me the colleges and universities in which i can get admissions",()
8456,I have got 60.46 percentile in CAT 2015. In which colleges can I apply according to my CAT score?,"('EXAM-scores-direct-opinion',)"
8457,"Hello Dear Sir/Madam,              I just want to know that i want to do MBA from HPU .So please tell me the whole procedure to get admission and what  are the important dates of  HP-CMAT.Thanking You.With Regards,Abhishek Kumar",()
8458,Is B.El.Ed is a good course in terms of placement in govt. schools &amp; salary?N can I get promoted in d school after doing B.ed?,()
8459,Which are the top colleges with low cut-off for pursuing BBA (Hons)?,()
8460,i got 86 in mppet is i m eligible for this institution,"('LISTING-eligibility-direct-factual',)"
8461,I will give 12cbse board improvement exam in all subjects am I eligible for taking admission in iit after giving jee mains + advance?,()
8462,Can I get the syllabus of BA in political Science?,"('EXAM-syllabus-direct-factual', 'EXAM-syllabus-direct-opinion')"
8463,Is biotechnology better than B.Sc agriculture?,"('COMPARISON-course comp-indirect-opinion',)"
8464,What percent of seats are reserved for the Maharashtra candidates? I am interested for admission in IMDR.,()
8465,"Does Amity University, Mumbai offers 100% placement for BBA 3 Continent?","('LISTING-placements-direct-factual',)"
8466,What is the date of online registration for MH-CET? When is the exam?,"('EXAM-dates-direct-factual',)"
8467,"I scored 61% in B.Tech. I have 69.1 percentile in CAT, 74 in SSC and 62 in HSC. Is there any chance for me in GD/PI round?",()
8468,Do we need to give any sort of entrance exam for getting admission in  ISBM.,()
8469,i am doing diploma in software engineering. so what wil be the scope of SAP? will it be ok to do nw or afetr completion of my course?,()
8470,"Is it a good choice to pursue MBA, I am working in a software firm? If yes, which coaching institute should I join for GRE exam preparation?",()
8471,"1st please confirm admission starting date, 2nd please confirm Rs.19000 is early fee or monthly or semester wise.",()
8472,From where must i do my b.ed course?when are the entrance exams held for this?am i too late to appear for it?,()
8473,"i had given the GATE exam this year for M.TECH in Mechanical engineering. and i am sure of getting into any of IITs... but i had also given GRE last year and my score was 1350. WHAT should i do....should i study in India (IIT) or should move to abroad (US , Canada).....plz help",()
8474,What is the eligibility criteria for pursuing MS in IT course from Swinburn University? Is it it possible to get admission with backlogs,()
8475,How good is Alwar Institute of Engineering and Technology?,()
8476,Which one is better- NIT or Delhi Technology University?,()
8477,"What is the eligibility criteria and admission process of Loyola College, Chennai for MBA?","('EXAM-eligibility-direct-opinion',)"
8478,I am very much interested to join in ASBM &amp; wants to take Single occupancy room in hostel.so please suggest me.,()
8479,does student eligible for pg diploma having 3 year degree course of interior design?,"('LISTING-eligibility-direct-factual',)"
8480,Will I be deemed eligible to appear for IAS exam if I complete my UG from an autonomous college?,()
8481,i am study in second year in b.com. and after gradute i try to crack the mat\cat exams please send me for the preparation materials or books name for the study for mat\cat examatations.,()
8482,"Am I eligible for IIM, Indore? I have 12th - 59%,10th - 79% and B.Sc - 65%? If I am eligible then how much percentile required?","('LISTING-eligibility-direct-factual',)"
8483,Is it worth to take admission for B.Sc. (MLT) in Uttaranchal?,()
8484,What is the required JEE Mains score for SC students to get admission in NITs?,()
8485,What is the difference between computer engineering and information technology?,"('COMPARISON-course comp-indirect-opinion',)"
8486,What are answers for this questions for Obc candidates? 1. Cutoffs in CAT 2. Total fees for MBA 3. Can I get loan if I got seat in FMS,"('LISTING-Fees-direct-opinion',)"
8487,"Last year i took cat coaching now is it necessary to take bank PO coaching, can i prepare for it  at home?","('EXAM-coaching -direct-opinion',)"
8488,What is the best option for PG when compared between NIT Trichy industrial safety and UPES Dehradun HSE?,()
8489,"How would you rate your course in comparison with FORE, LBSIMS, TAPMI etc.? Why do most of the magazines rate this course low?",()
8490,Can you share some self study tips for cracking GATE examination? I am in 3rd year and have 15 months for preparation.,()
8491,What is the scope of M.Sc physics?,()
8492,Can I pursue it if I don't qualify NEET next year? I am preparing for the 2nd attempt of NEET but am more interested in hotel management.,()
8493,What all PG courses can a B.Com student pursue except for MBA and M.Com?,()
8494,"I have got 95.8 in cbse boards 2015 and 216 in jee mains 2016.which among dtu mechanical, mnnit cs, and pec cs would be the best.",()
8495,Which is the best university in India to pursue Masters in HR?,()
8496,Which are the best colleges for B.Sc in physics (Hons.) in India and what is their eligibility criteria? I've got 76% in class 12th?,()
8497,what is the fees structure of iihm for hotel management ?,"('LISTING-Fees-direct-opinion',)"
